log_domestic_box_office,log_worldwide_box_office,log_max_theaters,log_opening_theaters,log_budget,log_opening_weekend,release_year,release_month,running_time_minutes,is_franchise,mpaa_rating,genre,source,production_method,creative_type
19.93323116748392,20.565424827722044,8.388677769180811,8.388677769180811,19.33697147982652,19.015882967729574,2022.0,11.0,161.0,1,PG-13,Action,Based on Comic/Graphic Novel,"Animation,Live Action",Super Hero
19.826984451196704,20.864678231358603,8.34924780056679,8.34924780056679,19.33697147982652,19.003673397032035,2016.0,4.0,146.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
19.698821291788537,20.555041004407137,8.400884069015854,8.400884069015854,19.33697147982652,18.589697702456068,2023.0,5.0,150.0,1,PG-13,Action,Based on Comic/Graphic Novel,"Animation,Live Action",Super Hero
19.653989503361164,20.450049406760908,8.383890344101816,8.383890344101816,19.33697147982652,18.78646978404896,2022.0,7.0,119.0,1,PG-13,Action,Based on Comic/Graphic Novel,"Animation,Live Action",Super Hero
19.52876161048561,20.64698561855787,8.40200678160712,8.372398606513004,19.33697147982652,18.170111112527124,2009.0,7.0,153.0,1,PG,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
19.51318125033754,20.16049107219355,8.371242135931933,8.371242135931933,19.33697147982652,18.375453654984593,2023.0,5.0,135.0,1,PG,Musical,Remake,"Animation,Live Action",Kids Fiction
19.36940584064309,20.681775324225985,8.27614021955846,8.269756947532983,19.33697147982652,18.114769498475727,2013.0,12.0,201.0,1,PG-13,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
19.35724375360396,20.661734033765367,8.262558973010657,8.262558973010657,19.33697147982652,17.81781904963194,2014.0,12.0,144.0,1,PG-13,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
19.23500415676019,20.93476911437778,8.373322820996535,8.368925174747135,19.33697147982652,18.408473599008936,2017.0,4.0,136.0,1,PG-13,Action,Original Screenplay,Live Action,Contemporary Fiction
18.96541897353294,19.947857504283757,8.183397369998433,8.181440695719374,19.33697147982652,17.823474744073813,2024.0,11.0,148.0,1,R,Action,Original Screenplay,Live Action,Historical Fiction
18.896237724757693,20.447419804069792,8.391176350832751,8.391176350832751,19.33697147982652,17.826926452132373,2021.0,9.0,163.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction
19.114198735753323,20.594383443814785,8.276394704863307,8.276394704863307,19.316768772590635,18.069748550241545,2015.0,10.0,148.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction
20.481476592579433,21.796117835817967,8.149601735736155,8.146998697389993,19.283570703318816,18.15964686013596,2009.0,12.0,162.0,1,PG-13,Action,Original Screenplay,"Animation,Live Action",Science Fiction
19.11442774958128,19.784425751123838,8.310414994188292,8.310414994188292,19.26224793394093,17.77699201849143,2006.0,6.0,150.0,1,PG-13,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero
